"","follow","birthyr","turnout12","vote12","meet","march","compromise","ftobama","ftblack","ftwhite","fthisp","ftgay","fttrump","fthrc","ftsanders","ftpolice","ftfem","ftmuslim","ftsci","econnow","lcself","disc_b","disc_h","disc_g","disc_w","disc_m","disc_fed","disc_police","immig_numb","terror_worry","healthspend","finwell","warmcause","freetrade","stopblack","stop_ever","birthright_b","bo_muslim","amer_ident","marstat","employ","educ","gender","race","pid3","pid7","ideo5","pew_churatd","faminc","weight","dpolice.new"
"1012","Hardly at all",1979,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Compromies to get things done",50,100,100,1,51,0,31,0,40,10,5,48,"3","Somewhat liberal","A moderate amount","A little","A moderate amount","A great deal","A great deal","Treats both the same","Treats blacks a little better","Decreased a lot","Extremely worried","Increase a great deal","A little worse","Mostly by natural causes","Oppose a little","Somewhat often","Not asked","Not asked","Not a Muslim","Extremely important","Married","Homemaker","No HS","Female","White","Republican","Independent","Not sure","A few times a year",3,1.068438696,NA
"1013","Most of the time",1996,"Probably did not vote","Not asked","Very Likely","Have done this in past 4 years","Compromies to get things done",80,70,60,85,95,0,66,100,40,81,65,100,"2","Very liberal","A lot","A lot","A lot","None at all","A little","Treats both the same","Treats whites much better","Increased a little","Slightly worried","Incrase moderately","Moderately worse","Mostly by human activity","Neither favor nor oppose","Somewhat often","Never happened","Favor a great deal","Not a Muslim","A little important","Single","Student","Some college","Male","White","Democrat","Strong Democrat","Very liberal","Never",97,0.388204227,"Treats whites much better"
"1014","Only now and then",1991,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",86,90,90,90,100,0,70,100,40,79,90,82,"2","Somewhat liberal","A lot","A moderate amount","A lot","A little","None at all","Treats whites much better","Treats whites moderately better","Kept the same","Slightly worried","No Change","A little worse","About equally by human activity and natural causes","Neither favor nor oppose","Very often","Has happened","Not asked","Not a Muslim","Not important at all","Single","Full-time","4-year","Female","White","Democrat","Strong Democrat","Liberal","Never",7,0.380623051,"Treats whites moderately better"
"1015","Hardly at all",1993,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Compromies to get things done",60,51,51,50,69,17,49,50,63,50,31,54,"2","Neither liberal nor conservative","A moderate amount","A little","A lot","A little","A little","Treats both the same","Treats whites a little better","Kept the same","Not asked","No Change","The same as 20 years ago","About equally by human activity and natural causes","Neither favor nor oppose","Sometimes","Never happened","Not asked","Not a Muslim","Moderately important","Domestic Partnership","Unemployed","High school graduate","Female","White","Indepent","Independent","Moderate","Seldom",97,1.430147312,"Treats whites a little better"
"1016","Only now and then",1982,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Sticks to his or her principles",55,90,99,50,99,41,76,50,96,71,51,100,"3","Closer to liberals","A little","A little","A little","A little","None at all","Treats both the same","Treats both the same","Kept the same","Moderately worried","Incrase moderately","A little worse","Mostly by human activity","Neither favor nor oppose","Sometimes","Not asked","Favor a little","Not a Muslim","Very important","Married","Homemaker","4-year","Female","White","Democrat","Weak Democrat","Moderate","Never",4,0.836960134,"Treats both the same"
"1017","Only now and then",1973,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",60,50,58,92,69,25,48,30,57,62,38,45,"4","Neither liberal nor conservative","A moderate amount","A moderate amount","A lot","A lot","None at all","Treats whites much better","Treats whites much better","Decreased a little","Not asked","Increase a great deal","Moderately worse","About equally by human activity and natural causes","Neither favor nor oppose","Very often","Not asked","Not asked","Not a Muslim","Extremely important","Single","Homemaker","High school graduate","Female","Hispanic","Indepent","Not sure","Conservative","Seldom",97,0.44266865,"Treats whites much better"
"1018","Most of the time",1976,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",12,51,50,53,50,91,1,43,51,40,40,31,"4","Somewhat conservative","A little","A little","A little","A little","A moderate amount","Treats Blacks much better","Treats whites a little better","Decreased a little","Not asked","Decrease a great deal","A little worse","Mostly by natural causes","Neither favor nor oppose","Rarely","Has happened","Not asked","Muslim","Very important","Married","Full-time","4-year","Male","White","Republican","Strong Republican","Conservative","A few times a year",11,1.403392015,"Treats whites a little better"
"1019","Most of the time",1969,"Definitely voted","Mitt Romney","A little likely","Have not done this in past 4 years","Sticks to his or her principles",4,49,88,60,54,97,6,7,93,22,22,69,"4","Very conservative","A lot","A lot","A little","A little","A little","Treats blacks moderately better","Treats whites moderately better","Kept the same","Very worried","Decrease moderately","Moderately worse","Mostly by natural causes","Favor moderately","Sometimes","Has happened","Not asked","Muslim","Extremely important","Married","Full-time","High school graduate","Male","White","Republican","Strong Republican","Very conservative","Never",7,0.676722337,"Treats whites moderately better"
"1020","Some of the Time",1978,"Probably did not vote","Not asked","A little likely","Have not done this in past 4 years","Compromies to get things done",85,78,47,83,50,2,76,50,74,47,18,50,"3","Neither liberal nor conservative","A great deal","A great deal","A lot","None at all","None at all","Treats whites much better","Treats whites much better","Increased a moderate amount","Moderately worried","Increase a little","A little better","About equally by human activity and natural causes","Neither favor nor oppose","Very often","Not asked","Not asked","Not a Muslim","Moderately important","Married","Full-time","2-year","Female","Hispanic","Democrat","Weak Democrat","Not sure","More than once a week",3,2.342293565,"Treats whites much better"
"1021","Some of the Time",1994,"Definitely voted","Mitt Romney","Very Likely","Have not done this in past 4 years","Sticks to his or her principles",31,97,91,97,93,2,0,62,89,51,68,52,"2","Neither liberal nor conservative","A lot","A lot","A lot","A lot","A lot","Treats whites much better","Treats both the same","Kept the same","Not asked","Decrease a great deal","A great deal worse","About equally by human activity and natural causes","Favor a little","Sometimes","Not asked","Not asked","Not a Muslim","Extremely important","Married","Student","2-year","Female","White","Indepent","Independent","Moderate","Seldom",3,1.956485545,"Treats both the same"
"1022","Only now and then",1980,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",2,63,71,100,94,100,6,3,98,5,8,52,"5","Neither liberal nor conservative","A lot","A lot","A great deal","A lot","A moderate amount","Treats both the same","Treats both the same","Kept the same","Not asked","Increase a great deal","Moderately worse","About equally by human activity and natural causes","Oppose moderately","Sometimes","Has happened","Oppose a great deal","Muslim","Moderately important","Married","Permanently disabled","Some college","Female","White","Republican","Weak Republican","Not sure","Never",2,0.598535735,"Treats both the same"
"1023","Some of the Time",1975,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",41,100,85,100,1,1,30,96,50,40,80,70,"3","Somewhat liberal","A great deal","A great deal","A moderate amount","None at all","A little","Treats whites much better","Treats whites much better","Kept the same","Not at all worried","Incrase moderately","A little worse","Mostly by natural causes","Neither favor nor oppose","Very often","Not asked","Favor moderately","Not a Muslim","Not important at all","Single","Unemployed","High school graduate","Male","Black","Democrat","Weak Democrat","Liberal","Never",1,0.55153021,"Treats whites much better"
"1024","Some of the Time",1977,"Definitely voted","Someone Else","Extremely Likely","Have not done this in past 4 years","Compromies to get things done",42,50,50,50,50,4,3,100,41,46,50,89,"3","Very liberal","A great deal","A moderate amount","A great deal","None at all","None at all","Treats whites much better","Treats whites much better","Increased a lot","Not at all worried","Increase a great deal","Moderately worse","Mostly by human activity","Opposed a great deal","Very often","Not asked","Favor moderately","Not a Muslim","A little important","Single","Full-time","Some college","Male","White","Indepent","Independent","Very liberal","Seldom",9,0.297196027,"Treats whites much better"
"1025","Most of the time",1993,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",96,70,60,69,80,3,89,60,48,78,82,97,"2","Somewhat liberal","A lot","A moderate amount","A moderate amount","None at all","None at all","Treats whites a little better","Treats whites much better","Increased a lot","Slightly worried","Increase a little","A little worse","Mostly by human activity","Favor a great deal","Very often","Has happened","Not asked","Not a Muslim","Extremely important","Single","Student","Some college","Male","White","Democrat","Strong Democrat","Liberal","Never",13,1.058718793,"Treats whites much better"
"1026","Most of the time",1988,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",72,72,85,77,94,72,75,85,87,72,77,92,"1","Closer to conservatives","A great deal","A lot","A great deal","A lot","A great deal","Treats both the same","Treats both the same","Increased a moderate amount","Extremely worried","Increase a little","A little better","Mostly by human activity","Favor a great deal","Sometimes","Has happened","Not asked","Muslim","Very important","Married","Full-time","2-year","Male","White","Democrat","Strong Democrat","Conservative","Once a week",10,1.058718793,"Treats both the same"
"1027","Some of the Time",1954,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",75,47,84,54,44,57,75,66,65,50,45,92,"3","Closer to liberals","A moderate amount","A moderate amount","A moderate amount","A little","A little","Treats whites a little better","Treats whites moderately better","Kept the same","Very worried","Increase a little","A little better","Mostly by human activity","Favor moderately","Sometimes","Not asked","Not asked","Not a Muslim","Extremely important","Domestic Partnership","Unemployed","High school graduate","Male","White","Democrat","Strong Democrat","Moderate","Never",1,0.318027116,"Treats whites moderately better"
"1028","Most of the time",1990,"Definitely voted","Barack Obama","Extremely Likely","Have not done this in past 4 years","Compromies to get things done",51,80,80,80,0,90,56,50,80,41,41,60,"3","Neither liberal nor conservative","A moderate amount","A little","None at all","A little","A little","Treats both the same","Treats both the same","Decreased a moderate amount","Very worried","Incrase moderately","A little worse","Mostly by natural causes","Opposed a great deal","Sometimes","Has happened","Oppose a great deal","Not a Muslim","Extremely important","Single","Full-time","2-year","Male","White","Indepent","Independent","Moderate","Seldom",6,1.331650443,"Treats both the same"
"1029","Some of the Time",1974,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",99,83,98,96,89,1,99,97,84,76,64,94,"2","Closer to conservatives","A great deal","A lot","A little","A moderate amount","A moderate amount","Treats both the same","Treats whites much better","Increased a moderate amount","Very worried","Incrase moderately","Moderately better","About equally by human activity and natural causes","Favor moderately","Sometimes","Has happened","Not asked","Not a Muslim","Extremely important","Married","Permanently disabled","High school graduate","Male","White","Democrat","Strong Democrat","Moderate","Seldom",1,0.263934577,"Treats whites much better"
"1030","Some of the Time",1987,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Compromies to get things done",4,46,60,90,31,60,41,46,90,10,89,86,"2","Somewhat conservative","A little","A moderate amount","A little","A little","A little","Treats blacks a little better","Treats both the same","Kept the same","Not asked","Decrease a little","Moderately better","Mostly by human activity","Favor moderately","Sometimes","Never happened","Not asked","Not a Muslim","Moderately important","Married","Unemployed","4-year","Female","Asian","Not sure","Lean Republican","Very conservative","Never",6,1.247166713,"Treats both the same"
"1031","Some of the Time",1990,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",100,50,50,37,63,59,28,52,40,42,15,72,"2","Neither liberal nor conservative","A moderate amount","A little","A moderate amount","A moderate amount","A little","Treats whites a little better","Treats whites moderately better","Increased a moderate amount","Not asked","Incrase moderately","A little worse","Mostly by human activity","Oppose a little","Somewhat often","Never happened","Neither favor or oppose","Not a Muslim","Very important","Single","Part-time","4-year","Female","White","Democrat","Weak Republican","Moderate","Seldom",3,0.809918738,"Treats whites moderately better"
"1032","Most of the time",1975,"Definitely voted","Barack Obama","Not at all likely","Have done this in past 4 years","Compromies to get things done",99,99,40,99,53,1,20,79,41,50,52,100,"3","Somewhat liberal","A great deal","A lot","A lot","None at all","A moderate amount","Treats whites much better","Treats whites much better","Kept the same","Not at all worried","Increase a great deal","Moderately worse","Mostly by human activity","Oppose moderately","Very often","Not asked","Neither favor or oppose","Not a Muslim","Not important at all","Single","Part-time","Some college","Male","Black","Indepent","Independent","Liberal","A few times a year",8,1.173588019,"Treats whites much better"
"1033","Only now and then",1979,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",27,56,84,51,54,89,41,19,84,30,43,87,"3","Neither liberal nor conservative","A lot","A moderate amount","A great deal","A moderate amount","None at all","Treats both the same","Treats both the same","Decreased a little","Extremely worried","Increase a little","Moderately better","About equally by human activity and natural causes","Neither favor nor oppose","Sometimes","Has happened","Not asked","Muslim","Extremely important","Married","Full-time","High school graduate","Female","White","Democrat","Weak Democrat","Moderate","Seldom",97,0.573800071,"Treats both the same"
"1034","Most of the time",1985,"Definitely voted","Barack Obama","Very Likely","Have not done this in past 4 years","Compromies to get things done",71,90,87,87,87,0,67,96,16,86,86,95,"3","Very liberal","A great deal","A lot","A great deal","A little","A little","Treats whites moderately better","Treats whites much better","Kept the same","Slightly worried","Increase a great deal","A great deal worse","Mostly by human activity","Opposed a great deal","Very often","Has happened","Not asked","Not a Muslim","Not important at all","Married","Full-time","Post-grad","Male","White","Democrat","Strong Democrat","Very liberal","Never",14,0.230607548,"Treats whites much better"
"1035","Only now and then",1971,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",100,90,40,60,95,1,89,100,40,99,89,80,"1","Very liberal","A great deal","A lot","A great deal","A little","A little","Treats whites much better","Treats whites much better","Increased a moderate amount","Very worried","Increase a great deal","A little better","Mostly by human activity","Favor moderately","Very often","Not asked","Not asked","Not a Muslim","A little important","Separated","Unemployed","4-year","Female","Asian","Democrat","Strong Democrat","Very liberal","Never",97,0.443704404,"Treats whites much better"
"1036","Some of the Time",1987,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",91,82,98,86,99,0,22,92,30,98,58,53,"3","Very liberal","A lot","A lot","A lot","None at all","None at all","Treats whites moderately better","Treats whites moderately better","Increased a little","Not asked","Increase a little","Moderately better","Mostly by human activity","Favor a little","Somewhat often","Never happened","Not asked","Not a Muslim","Moderately important","Single","Other","4-year","Female","White","Republican","Weak Democrat","Liberal","A few times a year",10,0.380623051,"Treats whites moderately better"
"1037","Hardly at all",1989,"Definitely voted","Barack Obama","Not at all likely","Have done this in past 4 years","Compromies to get things done",3,100,31,100,100,0,0,100,73,25,100,100,"2","Very liberal","None at all","None at all","None at all","None at all","None at all","Treats whites much better","Treats whites much better","Increased a lot","Not at all worried","Increase a great deal","A great deal worse","Mostly by human activity","Neither favor nor oppose","Very often","Never happened","Favor a great deal","Not a Muslim","Not important at all","Single","Part-time","Some college","Male","White","Indepent","Independent","Very liberal","Never",4,0.388204227,"Treats whites much better"
"1038","Some of the Time",1952,"Definitely voted","Someone Else","Not at all likely","Have not done this in past 4 years","Compromies to get things done",5,46,99,30,2,53,0,40,74,32,0,75,"5","Very conservative","A lot","A great deal","A moderate amount","A little","A little","Treats whites a little better","Treats whites moderately better","Decreased a lot","Extremely worried","Increase a little","A little better","About equally by human activity and natural causes","Neither favor nor oppose","Somewhat often","Not asked","Not asked","Muslim","Extremely important","Married","Part-time","High school graduate","Female","White","Republican","Strong Republican","Conservative","A few times a year",5,0.654864022,"Treats whites moderately better"
"1039","Only now and then",1991,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Compromies to get things done",44,66,73,71,51,32,40,55,89,56,60,89,"4","Closer to conservatives","A lot","A moderate amount","A lot","A little","A little","Treats both the same","Treats both the same","Kept the same","Very worried","Decrease a little","A little better","Mostly by human activity","Neither favor nor oppose","Somewhat often","Not asked","Neither favor or oppose","Not a Muslim","Extremely important","Married","Part-time","4-year","Female","White","Republican","Weak Republican","Conservative","Once a week",7,1.305644863,"Treats both the same"
"1040","Some of the Time",1982,"Probably did not vote","Not asked","A little likely","Have not done this in past 4 years","Sticks to his or her principles",1,4,16,15,0,100,1,8,31,0,1,57,"4","Neither liberal nor conservative","None at all","None at all","None at all","A great deal","A little","Treats Blacks much better","Treats blacks moderately better","Decreased a lot","Not asked","Decrease a great deal","A little worse","About equally by human activity and natural causes","Favor a little","Very often","Has happened","Not asked","Muslim","Extremely important","Married","Homemaker","No HS","Female","White","Indepent","Not sure","Conservative","Once a week",97,1.968187899,NA
"1041","Most of the time",1984,"Probably did not vote","Not asked","Extremely Likely","Have done this in past 4 years","Compromies to get things done",21,90,100,85,100,35,0,50,31,36,70,50,"5","Very conservative","A lot","A lot","A great deal","None at all","A little","Treats whites much better","Treats whites much better","Kept the same","Slightly worried","Decrease a great deal","Moderately better","Mostly by human activity","Opposed a great deal","Somewhat often","Has happened","Not asked","Muslim","A little important","Married","Part-time","Post-grad","Female","White","Other","Lean Republican","Conservative","Never",2,0.706889818,"Treats whites much better"
"1042","Only now and then",1992,"Probably did not vote","Not asked","A little likely","Have not done this in past 4 years","Sticks to his or her principles",62,72,72,71,69,10,15,93,66,69,50,72,"4","Very liberal","A lot","A moderate amount","A great deal","A lot","A moderate amount","Treats blacks moderately better","Treats whites a little better","Kept the same","Very worried","Incrase moderately","Moderately worse","About equally by human activity and natural causes","Favor a little","Sometimes","Has happened","Not asked","Not a Muslim","Very important","Single","Full-time","High school graduate","Male","White","Indepent","Independent","Liberal","A few times a year",2,4.202330446,"Treats whites a little better"
"1043","Some of the Time",1987,"Definitely voted","Barack Obama","Very Likely","Have done this in past 4 years","Compromies to get things done",100,100,50,100,100,1,69,100,31,100,100,100,"1","Very liberal","A great deal","A great deal","A great deal","None at all","None at all","Treats whites much better","Treats whites much better","Increased a lot","Not at all worried","Incrase moderately","Moderately worse","Mostly by human activity","Favor a great deal","Very often","Not asked","Not asked","Not a Muslim","Extremely important","Married","Homemaker","Some college","Female","White","Democrat","Independent","Liberal","Seldom",4,0.467204919,"Treats whites much better"
"1044","Some of the Time",1979,"Probably did not vote","Not asked","Moderately likely","Have done this in past 4 years","Sticks to his or her principles",54,99,90,95,91,99,100,96,99,91,94,100,"3","Skipped","A lot","A moderate amount","A great deal","A little","A moderate amount","Treats blacks moderately better","Treats blacks moderately better","Kept the same","Moderately worried","No Change","The same as 20 years ago","Mostly by natural causes","Neither favor nor oppose","Somewhat often","Never happened","Neither favor or oppose","Not a Muslim","Moderately important","Married","Homemaker","High school graduate","Female","White","Republican","Weak Republican","Conservative","Once a week",6,1.564879714,NA
"1045","Hardly at all",1992,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",58,51,53,32,49,3,56,16,76,50,23,86,"2","Neither liberal nor conservative","A lot","A moderate amount","A moderate amount","None at all","None at all","Treats whites a little better","Treats whites a little better","Decreased a little","Moderately worried","Incrase moderately","Moderately worse","About equally by human activity and natural causes","Favor a little","Somewhat often","Not asked","Neither favor or oppose","Not a Muslim","Extremely important","Single","Homemaker","Some college","Female","White","Indepent","Lean Democrat","Not sure","Seldom",3,1.916145637,"Treats whites a little better"
"1046","Most of the time",1968,"Definitely voted","Mitt Romney","Extremely Likely","Have not done this in past 4 years","Sticks to his or her principles",20,94,99,89,50,100,8,50,100,34,82,84,"4","Somewhat conservative","A moderate amount","A little","A moderate amount","A lot","None at all","Treats blacks a little better","Treats both the same","Decreased a moderate amount","Not asked","Decrease a great deal","A little better","About equally by human activity and natural causes","Favor moderately","Somewhat often","Has happened","Oppose a great deal","Not a Muslim","Extremely important","Married","Full-time","4-year","Female","White","Republican","Strong Republican","Conservative","Once a week",12,1.36444069,"Treats both the same"
"1047","Only now and then",1990,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",44,85,80,86,96,0,55,81,95,50,29,71,"4","Somewhat liberal","A moderate amount","A moderate amount","A moderate amount","A little","A little","Treats whites a little better","Treats whites a little better","Increased a moderate amount","Slightly worried","Increase a great deal","A little worse","Mostly by natural causes","Neither favor nor oppose","Sometimes","Has happened","Not asked","Not a Muslim","Moderately important","Married","Homemaker","High school graduate","Female","Hispanic","Democrat","Weak Democrat","Liberal","Seldom",8,0.244605252,"Treats whites a little better"
"1048","Hardly at all",1988,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Compromies to get things done",30,72,62,52,78,59,19,40,87,66,60,73,"2","Somewhat liberal","A lot","A lot","A lot","A moderate amount","None at all","Treats whites a little better","Treats both the same","Decreased a little","Moderately worried","Decrease a little","A little better","About equally by human activity and natural causes","Favor a little","Somewhat often","Has happened","Oppose a little","Not a Muslim","Moderately important","Married","Homemaker","Some college","Female","White","Democrat","Lean Democrat","Liberal","Never",5,1.916145637,"Treats both the same"
"1049","Only now and then",1985,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",98,99,25,1,0,2,100,5,3,99,5,99,"3","Closer to conservatives","A great deal","A little","A little","None at all","A moderate amount","Treats whites much better","Treats whites much better","Decreased a lot","Not asked","Increase a great deal","A great deal better","Mostly by natural causes","Neither favor nor oppose","Very often","Not asked","Oppose a great deal","Not a Muslim","Extremely important","Single","Part-time","2-year","Male","Black","Democrat","Strong Democrat","Moderate","Once a week",3,1.891904823,"Treats whites much better"
"1050","Some of the Time",1987,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",85,80,76,72,94,0,30,91,89,78,40,85,"2","Somewhat liberal","A moderate amount","A moderate amount","A lot","A little","A little","Treats both the same","Treats both the same","Kept the same","Not asked","Increase a little","Moderately worse","Mostly by human activity","Favor a little","Sometimes","Not asked","Neither favor or oppose","Not a Muslim","Very important","Married","Homemaker","Some college","Female","White","Indepent",NA,"Liberal","Seldom",4,0.467204919,"Treats both the same"
"1051","Most of the time",1986,"Definitely voted","Barack Obama","A little likely","Have done this in past 4 years","Compromies to get things done",88,97,96,99,2,36,80,33,94,54,86,95,"1","Very liberal","A great deal","A lot","A lot","A great deal","A lot","Treats whites much better","Treats whites moderately better","Increased a lot","Very worried","Incrase moderately","Moderately better","Mostly by human activity","Favor moderately","Somewhat often","Never happened","Favor a great deal","Not a Muslim","Extremely important","Married","Full-time","Post-grad","Female","White","Republican","Strong Democrat","Very liberal","More than once a week",6,0.684252094,"Treats whites moderately better"
"1052","Some of the Time",1977,"Definitely voted","Mitt Romney","A little likely","Have not done this in past 4 years","Sticks to his or her principles",14,33,94,9,1,96,2,35,68,13,7,66,"5","Closer to conservatives","A moderate amount","A moderate amount","A little","A moderate amount","A moderate amount","Treats blacks a little better","Treats both the same","Decreased a moderate amount","Moderately worried","Decrease a great deal","A little worse","About equally by human activity and natural causes","Favor a little","Sometimes","Has happened","Oppose a great deal","Muslim","A little important","Married","Full-time","4-year","Male","White","Republican","Strong Republican","Not sure","Once or twice a month",7,0.335127267,"Treats both the same"
"1053","Hardly at all",1992,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",50,50,48,52,99,51,50,52,50,53,50,48,"3","Neither liberal nor conservative","A moderate amount","A moderate amount","A great deal","A moderate amount","A moderate amount","Treats blacks moderately better","Treats both the same","Decreased a moderate amount","Moderately worried","No Change","The same as 20 years ago","Mostly by human activity","Neither favor nor oppose","Very often","Never happened","Not asked","Muslim","Moderately important","Single","Homemaker","High school graduate","Female","White","Indepent","Independent","Not sure","Never",2,1.929680694,"Treats both the same"
"1054","Some of the Time",1964,"Definitely voted","Mitt Romney","A little likely","Have not done this in past 4 years","Sticks to his or her principles",0,69,69,50,61,0,0,9,76,31,31,61,"3","Somewhat conservative","A little","A little","A little","A little","None at all","Treats blacks a little better","Treats both the same","Increased a little","Very worried","Decrease a little","A little worse","About equally by human activity and natural causes","Favor a little","Sometimes","Not asked","Oppose moderately","Muslim","Very important","Married","Other","High school graduate","Female","Mixed","Republican","Strong Republican","Conservative","A few times a year",7,0.739042966,"Treats both the same"
"1055","Some of the Time",1986,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Compromies to get things done",34,50,51,50,50,17,5,60,70,41,42,52,"3","Somewhat conservative","A great deal","A lot","A moderate amount","A lot","A moderate amount","Treats whites moderately better","Treats both the same","Decreased a little","Extremely worried","Increase a little","Moderately better","About equally by human activity and natural causes","Neither favor nor oppose","Somewhat often","Has happened","Oppose a little","Muslim","Very important","Married","Homemaker","High school graduate","Female","White","Republican","Weak Republican","Conservative","Never",6,0.742003625,"Treats both the same"
"1056","Most of the time",1949,"Definitely voted","Mitt Romney","Moderately likely","Have done this in past 4 years","Sticks to his or her principles",10,50,50,66,50,40,0,0,85,31,30,50,"5","Closer to conservatives","A lot","A lot","A lot","A moderate amount","A little","Treats blacks moderately better","Treats whites a little better","Decreased a moderate amount","Extremely worried","Decrease a great deal","The same as 20 years ago","Mostly by natural causes","Neither favor nor oppose","Rarely","Not asked","Not asked","Skipped","Extremely important","Married","Retired","Post-grad","Male","Other","Republican","Strong Republican","Conservative","Once a week",8,3.448823592,"Treats whites a little better"
"1057","Some of the Time",1962,"Definitely voted","Someone Else","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",1,65,74,24,12,74,1,21,61,12,1,20,"5","Neither liberal nor conservative","A little","A little","A little","A lot","A little","Treats Blacks much better","Treats both the same","Decreased a moderate amount","Very worried","Increase a great deal","A great deal worse","Mostly by human activity","Neither favor nor oppose","Rarely","Never happened","Oppose a great deal","Muslim","Very important","Widowed","Retired","No HS","Female","White","Indepent","Independent","Not sure","Never",2,0.36726408,"Treats both the same"
"1058","Hardly at all",1989,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",47,50,50,50,50,41,47,54,50,47,46,61,"2","Closer to conservatives","None at all","None at all","None at all","None at all","None at all","Treats both the same","Treats both the same","Kept the same","Very worried","No Change","A little worse","Mostly by human activity","Favor a little","Never","Not asked","Favor a little","Not a Muslim","Very important","Married","Full-time","4-year","Female","White","Republican","Weak Republican","Moderate","Once a week",4,0.809918738,"Treats both the same"
"1059","Only now and then",1988,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",63,63,61,56,100,0,60,100,53,72,59,100,"3","Very liberal","A lot","A moderate amount","A great deal","A moderate amount","None at all","Treats whites moderately better","Treats whites much better","Kept the same","Not asked","Increase a great deal","A little worse","About equally by human activity and natural causes","Favor a little","Somewhat often","Not asked","Not asked","Muslim","Very important","Divorced","Part-time","Some college","Female","White","Democrat","Strong Democrat","Liberal","Never",2,0.467204919,"Treats whites much better"
"1060","Only now and then",1992,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",0,86,87,0,0,91,0,50,50,50,0,72,"5","Neither liberal nor conservative","A lot","A little","None at all","A lot","None at all","Treats blacks a little better","Treats both the same","Decreased a little","Not asked","Increase a great deal","A great deal worse","Mostly by human activity","Oppose a little","Sometimes","Never happened","Not asked","Muslim","Very important","Single","Unemployed","High school graduate","Female","White","Indepent","Lean Republican","Not sure","Once or twice a month",97,0.348706198,"Treats both the same"
"1061","Some of the Time",1995,"Probably did not vote","Not asked","Moderately likely","Have not done this in past 4 years","Compromies to get things done",41,84,94,71,99,28,51,57,86,45,38,71,"4","Neither liberal nor conservative","A lot","A lot","A lot","A little","A little","Treats both the same","Treats both the same","Decreased a little","Extremely worried","Incrase moderately","A little better","About equally by human activity and natural causes","Neither favor nor oppose","Rarely","Never happened","Oppose a little","Not a Muslim","Very important","Single","Unemployed","High school graduate","Female","White","Indepent","Not sure","Moderate","A few times a year",97,1.430147312,"Treats both the same"
"1062","Some of the Time",1991,"Not completely sure","Someone Else","Very Likely","Have not done this in past 4 years","Sticks to his or her principles",60,54,57,55,55,56,65,55,67,42,59,38,"2","Somewhat liberal","A moderate amount","A moderate amount","A moderate amount","A moderate amount","A moderate amount","Treats whites moderately better","Treats whites a little better","Increased a little","Very worried","Incrase moderately","A little better","About equally by human activity and natural causes","Favor a little","Somewhat often","Not asked","Not asked","Not a Muslim","Moderately important","Single","Unemployed","Some college","Male","Mixed","Democrat","Not sure","Moderate","A few times a year",97,3.474853649,"Treats whites a little better"
